24, 9224071
24, 5152891
24, 11611997
24, 9024361
24, 11905279
24, 11948191
24, 9152707
24, 15046831
24, 12440543
24, 7202623
24, 14797147
24, 7848161
24, 9002699
24, 7410373
24, 8816411
24, 8490551
24, 9008399
24, 8231117
24, 8899547
24, 8317481
24, 12123127
24, 8277583
24, 10339159
24, 13840837
24, 13872499
24, 9541621
24, 7465807
24, 15754441
24, 8572687
24, 6986251
24, 9921539
24, 6380399
24, 12611647
24, 7221593
24, 5664319
24, 10207829
24, 10397533
24, 9620267
24, 8841689
24, 10241573
24, 4558007
24, 12838769
24, 9600089
24, 12168649
24, 8043901
24, 11341903
24, 5678689
24, 11680741
24, 10334603
24, 15120439
24, 11850389
24, 8840633
24, 11052229
24, 6861563
24, 12802841
24, 7722433
24, 11760097
24, 9029749
24, 12744779
24, 4909561
24, 9676547
24, 8247073
24, 11308931
24, 8669809
24, 8876389
24, 11347361
24, 11050433
24, 6110417
24, 8237563
24, 12529133
24, 11364589
24, 8353831
24, 8473081
24, 13392157
24, 8076883
24, 8929663
24, 6581101
24, 11213171
24, 9170243
24, 8606167
24, 7119841
24, 11268371
24, 9863977
24, 12850237
24, 8020279
24, 8957209
24, 6212329
24, 8864677
24, 11313101
24, 9863681
24, 11741657
24, 8464399
24, 8668321
24, 7453913
24, 12265663
24, 9054373
24, 14435581
24, 6910061
24, 8265967
24, 9321859
32, 2416294919
32, 2967346199
32, 2611897993
32, 3462448331
32, 2214426013
32, 3051655093
32, 2734894691
32, 1974317701
32, 3695287987
32, 2281944857
32, 1748055457
32, 3369771527
32, 2616349943
32, 2310176831
32, 1801839989
32, 3682547831
32, 2038146037
32, 2771028853
32, 2944546741
32, 1562325277
32, 2675161793
32, 2331791153
32, 2690181323
32, 2956575793
32, 1675518899
32, 1627329953
32, 2696211643
32, 2613324041
32, 3585233711
32, 1747094887
32, 1643240149
32, 3168029233
32, 3388171601
32, 2283746771
32, 2364205799
32, 3142946321
32, 3301967129
32, 2218377211
32, 3024571787
32, 3282005621
32, 3417898921
32, 2454730673
32, 2107013539
32, 2841008759
32, 1214701333
32, 2908861057
32, 3283749319
32, 2437589383
32, 2443228517
32, 2849346223
32, 1506286591
32, 2174372203
32, 2660225137
32, 3695297797
32, 3016300561
32, 2241654439
32, 2328238109
32, 2028238783
32, 1329123043
32, 1430079113
32, 3039515077
32, 1864174769
32, 1290110243
32, 1424090693
32, 2900595179
32, 2130938987
32, 1826787631
32, 1925979943
32, 2138701333
32, 2153580139
32, 3876504769
32, 4248040033
32, 1601856121
32, 1537044227
32, 3017925577
32, 2342291423
32, 2991563761
32, 3417709963
32, 2104224121
32, 3170902897
32, 4113504223
32, 2143836103
32, 2744689133
32, 2550336077
32, 1218063089
32, 2312308681
32, 2385262723
32, 2076898073
32, 2898562627
32, 1962339149
32, 2628724277
32, 3308720609
32, 3514141811
32, 3347706361
32, 1861019351
32, 2959420153
32, 1922797523
32, 2347689767
32, 2867006977
32, 3224888027
40, 362017749337
40, 733970589283
40, 767155779287
40, 594502117397
40, 517770941557
40, 999556838299
40, 328226726999
40, 414583170949
40, 573300324539
40, 571521341359
40, 407327274899
40, 899580715477
40, 532209710293
40, 580163282327
40, 644515309019
40, 495668788421
40, 632091088357
40, 593513093977
40, 565080931091
40, 649053636533
40, 743819459233
40, 806895568727
40, 713053501441
40, 673301240503
40, 380571235147
40, 712969771097
40, 523431267133
40, 390577385089
40, 987830778449
40, 403685092289
40, 961173483313
40, 609601044379
40, 426332977597
40, 625161500503
40, 314519116453
40, 499241226751
40, 639263676341
40, 407981455223
40, 493652870093
40, 611661773279
40, 529099862077
40, 906406708637
40, 440966006639
40, 844562331299
40, 1038298023601
40, 933363331513
40, 799332269971
40, 593544649799
40, 1007502404147
40, 659154653177
40, 656336626571
40, 629771057753
40, 712400463223
40, 640128725711
40, 671409628913
40, 502391721539
40, 629125321793
40, 461546064773
40, 745840318877
40, 780274833341
40, 689158288081
40, 875335289033
40, 705874190887
40, 960840074797
40, 333858376669
40, 378214352539
40, 816018703667
40, 847089988279
40, 407371900657
40, 581962155323
40, 495044683141
40, 396814053043
40, 566120727037
40, 564581752607
40, 769056877621
40, 495862958111
40, 510794126723
40, 694661436523
40, 614653017443
40, 509525332571
40, 562534510493
40, 945098124379
40, 468780678419
40, 576280503109
40, 333336366107
40, 821804926703
40, 481306109161
40, 577460410369
40, 954331545521
40, 644468843437
40, 473500861403
40, 916624326713
40, 519079273501
40, 569036186249
40, 512174988011
40, 588014014979
40, 687875720387
40, 615004848811
40, 497914805021
40, 735037111759
44, 5804139852211
44, 9041263457047
44, 8748388055201
44, 10983491445917
44, 7858881417311
44, 7931306071957
44, 11464521728017
44, 8472494825699
44, 10966679937779
44, 8221957344721
44, 11962377985703
44, 11848532062789
44, 7172350852993
44, 12244232136683
44, 9613623232021
44, 7557252758227
44, 9366621844549
44, 13629339655879
44, 13233335650429
44, 8022451899911
44, 14323868473441
44, 8602416558563
44, 13508858208733
44, 10595658107081
44, 8572129051601
44, 6059833943939
44, 12491767709257
44, 7913609274163
44, 8631736656533
44, 8839368353369
44, 16407597051463
44, 11272175985043
44, 12853217376521
44, 11367358982729
44, 8554062746711
44, 8359094811377
44, 11986480037633
44, 8491315994477
44, 7997320842013
44, 9530493059977
44, 11182855675837
44, 6451792479931
44, 16095895082633
44, 13896208533871
44, 7209656901247
44, 12951038711461
44, 11349534030427
44, 8989859957119
44, 11752865487481
44, 8727641104639
44, 11656034348317
44, 10487102653787
44, 5631650739023
44, 6253736800669
44, 13908861743779
44, 6896847631043
44, 7496761872361
44, 13646936140609
44, 5917250836691
44, 10831662524777
44, 5677102473283
44, 8011020676531
44, 11848640050783
44, 10023021380413
44, 6724833633601
44, 6704335165321
44, 7947684002941
44, 14369794513219
44, 16713617652923
44, 7987113476417
44, 11280884873477
44, 5905027314811
44, 11256854723371
44, 9480244967983
44, 13043452355671
44, 7180848923363
44, 8467480121119
44, 7984412789917
44, 7787644295693
44, 10350584826511
44, 4853048027323
44, 7733656509367
44, 12565554033757
44, 14067480312911
44, 7074616650971
44, 6782439018527
44, 7960136586331
44, 10106526624377
44, 10537640449031
44, 10562140624891
44, 12915320946331
44, 7063468720211
44, 10170400544599
44, 9888326389673
44, 7863745694351
44, 10827620005151
44, 7115680790329
44, 12687088307273
44, 10451483841719
44, 12031393777177
48, 179857258579967
48, 135761829463879
48, 96058016498501
48, 150238587258857
48, 140823188935601
48, 172953775268411
48, 167962813600727
48, 217259351313863
48, 165584311989997
48, 140755013049163
48, 218114214170161
48, 153285576091567
48, 170312883733813
48, 200309653831271
48, 113247583370443
48, 100315164155467
48, 113523230064001
48, 138522298217291
48, 116012358847199
48, 131608228373507
48, 97438289075423
48, 126682034875447
48, 169913161601891
48, 223598900786017
48, 148322438714557
48, 120518962401853
48, 184550739610483
48, 142253449320097
48, 139821429104419
48, 156969686415571
48, 94055464520819
48, 105569432621057
48, 116072965096477
48, 134361310423037
48, 99280760114491
48, 185030393118001
48, 184035605677223
48, 253554989739299
48, 140474319436421
48, 208225759073923
48, 136496827933561
48, 154637036576681
48, 214750729873417
48, 150274618938077
48, 116879962118203
48, 165641063113531
48, 149217838159763
48, 215032321521097
48, 235781714477173
48, 126962002062521
48, 185367091516337
48, 118277776964951
48, 135299304320317
